p1296	White bed corner fresh paint on Pro-4X pickup
p1297	White bed corner repaint on pickup
p1298	Green metalflake panel with silver pinstripe graphics
p1299	Black six-spoke wheel on gray sedan
p1300	Harley-Davidson tank in silver and black on stand
p1301	Harley-Davidson tank scallop paint top view
p1302	Harley-Davidson tank in silver on booth stand
p1303	Masked wheel arch sprayed in gray primer
p1304	White bed side with taped Pro-4X decal
p1305	Fresh white paint on Nissan Frontier bedside
p1306	White Frontier Pro-4X bedside after paint
p1307	Freshly painted bed corner on white pickup
p1308	Spoiler in gray primer on the stand
p1309	Fender in fresh gray primer
p1310	Rear bumper cover in gray primer on stand
p1311	Bumper in glossy gray paint curing outside
p1312	Bumper in fresh white paint on stand
p1313	White bumper repaint with masked light pocket
p1314	Green metalflake tank with service list overlay
p1315	Green metalflake tank social media graphic
p1316	Two-tone front fender with paint damage
p1317	Candy red flame tank with service list overlay
p1318	Sanded hood damage on gray sedan
p1319	Body filler on damaged gray hood
p1320	Front-end collision damage on gray sedan
p1321	Crashed sedan outside shop before repair
p1322	Freshly painted metallic gray bumper cover
p1323	Metallic flake finish on new bumper
p1324	Dented fender outside the shop
p1325	Fender damage outside welding shop
p1326	Crushed front corner on gray sedan
p1327	Collision damage on gray sedan front end
p1328	Blue and silver bagger with saddlebags
p1329	Blue bagger parked roadside
p1330	Blue bagger with lit headlight lakeside
p1331	Number-one stencil taped off on tank
p1332	Tank with number-one graphic and honeycomb pattern
p1333	Number-one tank in red and silver on stand
p1334	Red and charcoal fender with honeycomb pattern
p1335	Front fender with honeycomb graphics on stand
p1336	Red and silver front fender on stand
p1337	Masked truck front sprayed in silver
p1338	Silver paint laid over masked truck front
p1339	Silver pickup with front-end damage
p1340	Motorcycle tank in white primer on stand
p1341	Tank in white primer top view
p1342	Body filler on SUV door taped off
p1343	Primed repair patches on SUV door
p1344	Black paint blending over white fender
p1345	Glossy red fender after repair
p1346	Masked silver minivan in the paint booth
p1347	Minivan in primer inside paint booth
p1348	Fresh silver hood sprayed in booth
p1349	Fresh silver paint on masked minivan quarter
p1350	Silver minivan fresh from the booth
p1351	Sanded repair spot on black tank
p1352	Black tank scuffed for graphic repair
p1353	Sanded rear fender in white primer
p1354	Fender in primer with sanded patch
p1355	Primed fender close-up on booth floor
