p1536	Sanded tail section with guide-coat swirls
p1537	Sanded tail cowl with crack repair
p1538	Sanded side panel blending old red paint
p1539	Cracked corner repair on orange-striped fairing
p1540	Sanded fuel filler area with guide coat
p1541	Masked fairing vent ready for paint
p1542	Masked cowl panel with orange tape
p1543	Masked vent sprayed gloss black
p1544	Silver fairing masked around mesh vent
p1545	Fresh silver base on masked fairing
p1546	Silver fairing with masked turn-signal pocket
p1547	Fairing on stand with fresh silver base
p1548	Silver base coat on masked fairing
p1549	Fresh silver paint on fairing corner
p1550	Copper Honda tank in the paint booth
p1551	Honda tank in copper on booth stand
p1552	Glossy copper tank with recessed filler
p1553	Masked saddlebag lid with pinstripe tape-out
p1554	White fairing set with gold flame graphics
p1555	Glossy purple fairing fresh in the booth
p1556	Purple fairing with pink color-shift flake
p1557	Color-shift front fender in purple magenta
p1558	Glossy purple side fairing with vent scoops
p1559	Purple metallic panel in the booth
p1560	Purple metallic tank on the booth stand
p1561	Color-shift nose fairing on the paint stand
p1562	Blue panels with spray guns on the bench
p1563	Blue side covers with 2K clear aerosol
p1564	Glossy blue panel beside spray gun
p1565	Metallic green tank and fender set laid out
p1566	Green metallic tank and fenders fresh off paint
p1567	UV finishing glaze beside sanded black cowl
p1568	Black fender with red stripe after glaze fill
p1569	Filled repair on black tank with headdress graphic
p1570	Body filler on black fender edge
p1571	Fender with feathered repair spot on stand
p1572	Sanding filled repair on black tank
p1573	Guide-coat sanding on black fender
p1574	Black fender with gold Indian headdress logo
p1575	Glossy black Indian tank with headdress panel
p1576	Fresh black clear on tank in the booth
p1577	Pair of gloss black fenders on stands
p1578	Custom mailbox with orange flame artwork
p1579	Flame mailbox fresh in the paint booth
p1580	Harley tank with green true-fire flames and skull
p1581	Purple-pink gradient test panel with spray cans
p1582	Black bobber cruiser with fresh gloss paint
p1583	Fresh black paint on bobber with chrome pipes
p1584	Black metallic tank with flake shimmer
p1585	Gloss black rear fender on bobber
p1586	Sanded maroon tank with gold pinstripe lines
p1587	Masked saddlebag lid sprayed maroon
p1588	Masked maroon panel beside 2K clear cans
p1589	Gold flake panel with pinstriped scroll design
p1590	Masked fairing vent sprayed with white primer
p1591	Paper-masked fairing with taped primer window
p1592	Red and white Harley shield sign panel
p1593	Metalflake art panel in pink and purple
p1594	Gold metalflake panel with maroon lace pattern
p1595	Gold and maroon flake show panel with gold leaf
