p0347	Blue metalflake guitar body in sunlight
p0348	Guitar body in deep blue metalflake
p0349	Purple candy guitar body fresh clearcoat
p0351	Blue and black batwing fairing top on rack
p0355	Blue and black fairing set with silver pinstripes
p0361	Harley-Davidson sign panel with honeycomb pattern
p0365	Gold Harley-Davidson badge on honeycomb sign panel
p0371	Front fender with maroon flames on white
p0372	Burgundy flamed fender inside the booth
p0373	Burgundy flame tank masked for clear
p0385	Saddlebag lids and fairing in metallic blue
p0386	Blue saddlebag lid fresh from the booth
p0387	Batwing fairing shell in denim blue on stand
p0388	Glossy blue saddlebag lid wet with clear
p0397	Yellow-to-red painted industrial tubes on rack
p0429	Red fairing with airbrushed skull mural
p0431	Skull airbrush closeup on candy red fairing
p0433	Red fairing parts curing in the paint booth
p0435	Skull mural under clear on red fairing
p0437	Skull-dipped saddlebag lid in red candy
p0471	Tank side in red basecoat masked off
p0472	Two-tone maroon and purple tank with gold pinstripe
p0473	Bagger tank in maroon and navy with gold stripe
p0481	Root beer metalflake mailbox with BELLO lettering
p0482	Green marble paintwork on display sphere
p0483	Magenta marble dip on sphere artwork
p0484	Sphere with magenta marble and gold celtic band
p0485	Silver metalflake sphere with gold celtic scrollwork
p0486	Green and magenta marble sphere panel closeup
p0487	Marble and gold scrollwork sphere fresh from paint
p0488	Dented white bumper corner with rust spot
p0490	Cracked bumper skin with scraped white paint
p0491	Truck bumper corner skimmed with body filler
p0492	Truck bed corner with filler spread
p0493	Bed corner sanded through filler coats
p0494	Masked bed corner shot in gray primer
p0496	Primed bed corner beside PRO graphic
p0497	Flame tank with clear section taped off
p0498	Glossy white bed corner repair complete
p0500	Silver Harley-Davidson tank with black sweep graphics
p0503	Green metalflake panel with silver outline graphics
p0506	Fresh white paint on repaired bed corner
p0509	Fresh white paint on truck bedside
p0525	Crash-damaged gray sedan parked outside shop
p0526	Fresh gray metallic clearcoat on hood
p0557	White fender in bodywork on stand
p0558	Black motorcycle tank skimmed with body filler
p0561	Fairing with honeycomb stencil and gold outline
p0574	Gray bumper corner with spot primer
p0575	Sedan masked in booth for door paint
p0576	Masked sedan rear ready for paint
p0580	Fresh gray paint on masked car doors
p0582	Pearl Harley-Davidson oil tank with gold trim
p0586	Gray Harley tank with script and gold divider
p0590	Motorcycle tank in gray primer on stand
p0604	Teal and white fender with lace pinstripe
p0605	Two-tone teal fender on stand outdoors
p0606	Teal half helmet with silver pinstriping
p0607	Candy teal helmet with ghost silver panels
