p1356	Painted Harley-Davidson logo panel with purple border
p1357	Harley-Davidson panel with honeycomb texture fill
p1358	Red SUV rear quarter panel after repair
p1359	Body filler skimmed on black motorcycle tank
p1360	Gray fairing with taped honeycomb layout
p1361	Gray sedan masked with yellow paint tape
p1362	Red RAV4 rear bumper in the shop
p1363	Fresh red RAV4 front in the shop
p1364	Red RAV4 side with black roof rails
p1365	RAV4 interior with black leather seats
p1366	Paint toner shelf with labeled spray caps
p1367	Cracked gray bumper before repair
p1368	Frost-covered bumper masked with plastic outside
p1369	Icy bumper in primer taped outdoors
p1370	Bumper in sealer with filler spot repairs
p1371	Gray bumper in sealer on the paint stand
p1372	Fresh gray metallic paint on bumper
p1373	Masked sedan taped in the paint booth
p1374	Paint booth with masked car and bumper stand
p1375	Fresh gray paint on masked sedan side
p1376	Masked sedan with fresh quarter panel paint
p1377	Newly painted doors on masked sedan
p1378	White Harley tank with honeycomb and gold stripe
p1379	Gray Harley tank top with silver hexagons
p1380	Harley tank side with gold pinstripe border
p1381	Gray helmet with silver scallop pinstriping
p1382	Two-tone Harley tank with gold divider stripe
p1383	Harley tank in gray and silver two-tone
p1384	Harley fender set with gold pinstripes
p1385	Gray tank with silver hexagon pattern detail
p1386	Harley tank in gray primer on the stand
p1387	Teal fenders with light blue pinstripes
p1388	Blue fender with yellow filler patch
p1389	Batwing fairing in navy with blue stripe
p1390	Blue fenders sanded with blue pinstripes
p1391	Dented teal fender with cream pinstripe
p1392	Glossy blue fender with white pinstripes
p1393	Spray-out color sample card with four stripes
p1394	Teal helmet with silver leaf pattern work
p1395	Teal helmet top with silver pinstripe panels
p1396	Pinstriped art panel in gold flake and teal
p1397	Teal and white Harley tank with script logo
p1398	Harley tank in teal over pearl white
p1399	Teal Harley tank curing in the booth
p1400	Teal and white fender in the booth
p1401	Teal and white front fender on a stand
p1402	Glossy teal rear fender in the booth
p1403	Teal and white rear fender with silver divider
p1404	Rear fender in teal and white two-tone
p1405	Masked car nose with fresh bumper paint
p1406	Pinstriped panel with teal and orange linework
p1407	Harley tank in teal and white with script
p1408	Teal-over-white Harley tank with silver stripe
p1409	Teal Harley tank with black script graphics
p1410	Teal and white front fender on a stand
p1411	Teal and white rear fender with silver stripe
p1412	Glossy teal rear fender in the booth
p1413	Half teal half white fender with silver line
p1414	Teal and white fender fresh out of the booth
p1415	Blue metallic fender with silver flake at night
