p1176	Fender in candy red basecoat over white primer
p1177	Fender masked for red flame paint layout
p1178	Rear fender with maroon flames outlined in silver
p1179	Front fender in maroon flames over white
p1180	Motorcycle tank with white and maroon flame paint
p1181	Tank top in metallic red flame with silver outline
p1182	Red metalflake race plate with gothic 109
p1183	Cracked blue saddlebag lid with impact damage
p1184	Blue saddlebag lid with scraped paint damage
p1185	Blue saddlebag lid skimmed with yellow body filler
p1186	Saddlebag lid block sanded with yellow guide coat
p1187	Saddlebag lid sanded smooth in gray primer
p1188	Saddlebag lid in fresh gray primer
p1189	Fairing nose in primer with filler patch
p1190	Saddlebag lid underside in metallic blue paint
p1191	Saddlebag set in metallic blue in the booth
p1192	Metallic blue saddlebag lids curing in the booth
p1193	Saddlebag lid and side cover in metallic blue
p1194	Motorcycle nose fairing in metallic blue paint
p1195	Fresh clearcoat over metallic blue saddlebag lid
p1196	Saddlebag lid and rail in glossy blue
p1197	Fairing shell in metallic blue fresh paint
p1198	Front fairing in blue paint on booth stand
p1199	Yellow-to-red fade painted tube parts on rack
p1200	Custom yellow and red fade tubes on shelf
p1201	Honeycomb graphics on red-to-yellow fade tubes
p1202	TTRD logo over honeycomb fade on yellow tube
p1203	Yellow tube assemblies with welded rope handles
p1204	Yellow-to-red fade detail on painted tube
p1205	Candy red tank with white pinstriping and logo
p1206	Red bagger tank and fenders with white pinstriping
p1207	Skateboard deck in blue-to-green color shift
p1208	Airbrushed skull in ghost flames on red fender
p1209	Red side cover with airbrushed skull artwork
p1210	Saddlebag lid with skull airbrush on rotisserie
p1211	Tank with ghost skulls and bar shield outline
p1212	Clearcoated skull airbrush on red side cover
p1213	Red tank skull artwork under fresh clearcoat
p1214	Longboard deck with red and blue panel graphic
p1215	Longboard deck art with silver pinstripe outlines
p1216	Longboard deck with teal wave pattern inlay
p1217	Longboard deck panels in metalflake red and purple
p1218	Framed pinstripe art panel in magenta metalflake
p1219	Quarter panel body repair with filler patch
p1220	SUV quarter panel in fresh gray primer
p1221	Primed quarter panel ready for paint
p1222	Pinstripe layout on silver metalflake art panel
p1223	Truck hood in primer with stamped TACOMA lettering
p1224	Freshly sprayed hood masked with kraft paper
p1225	Hood panel in gray primer on work stand
p1226	Glossy dark blue tour pack lids on stand
p1227	Rear fender in dark candy blue paint
p1228	Front fender in glossy dark blue
p1229	Red fairing panel with airbrushed skull artwork
p1230	Inner fairing skull artwork in candy red
p1231	Speaker lid with skull airbrush in candy red
p1232	Skull ghost artwork closeup under clearcoat
p1233	Red bagger parts staged in the paint booth
p1234	Bagger lid with airbrushed skull in flames
p1235	Red inner fairing with skull under clearcoat
