p876	Tape peel on silver flake cube-pattern panel
p877	Masked silver flake panel with 3D cube pattern
p878	Yellow-green flake paint sample panel
p879	Bright green metal flake sample panel
p880	Color-shift painted skateboard deck with pinstriped graphic
p881	Cream and burgundy motorcycle tank with pinstripe
p882	Pinstriped burgundy tank with cream top panel
p883	Primed Harley-Davidson fairing masked for lightning stripe
p884	Overhead view of pinstriped cream and burgundy tank
p885	Deep burgundy fenders with ghost honeycomb pattern
p886	Burgundy and cream fenders on paint stands
p887	Glossy burgundy fender with honeycomb ghost pattern
p888	Snowboard in primer with silver flake center stripe
p889	Blue flake longboard deck with silver ladder stripes
p890	Blue longboard deck with silver flake panels
p891	Wet blue flake longboard deck on stand
p892	Black metal flake tank in the booth
p893	Black flake side cover in paint booth
p894	Black flake tank and side cover in booth
p895	Black metal flake tank close-up in booth
p896	White fairings and body panels drying on stands
p897	Fenders and fairings staged on shop stands
p898	Sprint H79 rapid clear and hardener cans
p899	Sanded black primer fender with guide coat
p900	Guide coat sanding on black primer fender
p901	Guide-coated bagger fenders in primer outside
p902	Guide coat scratches on sanded primer fender
p903	Spot-primed pinhole on primer fender
p904	Paint test panels curing in spray booth
p905	Harley-Davidson test panels with hexagon flake
p906	Painted Harley-Davidson panel with 77 graphic
p907	White primer fairing with small dent
p908	Primer fairing surface with dent dimple
p909	Hole in white primer fairing
p910	Primer saddlebags with sanded filler on edges
p911	Candy red batwing fairing with pinstripe
p912	Pinstriped candy red fairing in sunlight
p913	Candy red fairing with gold pinstripe
p914	Candy red tour pack lid with pinstripe
p915	Pinstriped red tour pack lid on stand
p916	Red Harley-Davidson tank with pinstripe and flame logo
p917	Red motorcycle tank with orange pinstripe
p918	Harley-Davidson logo on candy red tank
p919	Masked hood in gray sealer in booth
p920	Freshly painted gray hood in the booth
p921	Glossy gray hood curing in booth
p922	Fresh gray hood in paint booth
p923	White primer stretched fenders in booth
p924	Blue metallic rear fender fresh paint
p925	Glossy blue fender in paint booth
p926	Two-tone blue and silver tank with scalloped stripes
p927	Blue over silver tank with pinstriped scallops
p928	Glossy white stretched fender fresh paint
p929	White stretched tank shroud in booth
p930	White stretched fender with license plate recess
p931	White bagger cowl on booth stand
p932	White fairing set staged in the booth
p933	Red bagger with fresh custom paint
p934	New shop building interior with bikes and cars
p935	New garage interior with bike on lift
