p996	Painted yellow boom pole with red honeycomb fade
p997	Red-to-yellow fade boom pole, honeycomb graphics
p998	Candy red fender fresh off the paint stand
p999	Deep burgundy fender on the booth stand
p1000	Glossy burgundy saddlebag lid in the booth
p1001	Burgundy tour pack on stand, rear view
p1002	Candy red front fender on the booth stand
p1003	Burgundy fender on stand beside masked car
p1004	Burgundy saddlebag lid, booth lights reflecting
p1005	Candy red rear fender fresh in the booth
p1006	Burgundy fender and tank drying on booth stands
p1007	Candy burgundy tank with painted gas cap
p1008	Deep burgundy tank, rear angle in the booth
p1009	Gold flake tank close-up in the booth
p1010	Gold metallic tank with recessed cowl on stand
p1011	Gunmetal gray tank in clear on the stand
p1012	Blue flame paint sample panel held outside
p1013	Candy red tour pack on the booth stand
p1014	Burgundy fairing shell and tank on stands
p1015	Red inner fairing support frame painted fresh
p1016	Blue metalflake fender with light blue scallop stripe
p1017	Blue true-fire flame tank and fender set
p1018	Candy red bagger fairing set with gold pinstriping
p1019	Blue metallic paint cans with dipped stir sticks
p1020	Magenta bagger parts laid out on a table
p1021	Magenta bagger tank with Harley-Davidson script
p1022	Magenta saddlebags and lids in the sun
p1023	Magenta saddlebags with twin pinstripes laid out
p1024	Magenta bagger front fender close-up
p1025	Full magenta bagger set before repaint
p1026	Bagger fender taped for stripe in primer
p1027	Striped fenders wet sanded beside the spray gun
p1028	Bagger fender in white primer on the stand
p1029	Gloss black saddlebag lid on the paint stand
p1030	Masked bagger fender in primer inside the booth
p1031	Gloss black tour pack fresh in clear
p1032	Two gloss black tour packs on booth stands
p1033	Gloss black tour pack lid from above
p1034	Two-tone silver and black fender with blue stripe
p1035	Fresh black paint on masked car in the booth
p1036	Gloss black tour pack on the booth stand
p1037	Open can of orange-red base coat
p1038	Chipped two-tone fender on the bike
p1039	Cracked two-tone fender before repair
p1040	Custom blue bagger with honeycomb ghost graphics
p1041	Masked hood spot-primed inside the booth
p1042	Blue and black bagger front end with pinstripes
p1043	Chopper tank in white primer on the stand
p1044	Blue graphic saddlebag with speaker lids
p1045	Blue and silver bagger tank with painted stripes
p1046	Bagger tank dash with honeycomb pinstripe detail
p1047	Honeycomb pinstripes on bagger tank dash
p1048	Blue flame tank and fender on the workbench
p1049	Blue flame sample panel held outdoors
p1050	Hand-drawn pinstripe scroll design with gold leaf
p1051	Silver metalflake tank fresh in the booth
p1052	Masked headlight assembly with fresh black housing
p1053	Silver metalflake tank, top view on the stand
p1054	Shop floor with lifts, cars, and bumper
p1055	Candy red metalflake cowl close-up
