p1596	Pinstriped saddlebag lids with honeycomb pattern
p1597	Saddlebag lid with red flame graphic
p1598	Red and white graphic with ghost honeycomb
p1599	Saddlebag lid corner with candy red stripe
p1600	Saddlebag lids pinstriped in orange and teal
p1601	Ghost honeycomb pattern on red graphic panel
p1602	Saddlebag lids with pinstriped leaf scrolls
p1603	Burgundy tank with dagger art and gold pinstripe
p1604	Maroon tank pinstriping in progress on stand
p1605	Pinstripe practice panel with splatter background
p1606	Orange Harley-Davidson tank with silver swirl graphics
p1607	Orange saddlebag with swirl pattern and silver borders
p1608	Orange rear fender with silver panel graphics
p1609	Orange front fender with silver swirl layout
p1610	Yellow and green pinstripe practice panels
p1611	Fender with woodgrain panels and teal pinstripes
p1612	Orange fender and tank with silver stripe graphics
p1613	Black Harley-Davidson tank with dents before repair
p1614	Harley tank sanded with primer repair patches
p1615	Tank block sanded with high-build primer
p1616	Tank in fresh gray primer on the stand
p1617	Gray primer tank around the filler neck
p1618	Primered tank ready for base coat
p1619	Blue fender with marble panel and purple pinstripes
p1620	Pinstriped blue fender in the paint supply room
p1621	Dark pinstripe scrolls on silver marble panel
p1622	Orange pinstripe scrolls on blue bagger fender
p1623	Blue fender with orange and purple scrollwork
p1624	Cans of metallic blue paint with stir sticks
p1625	Two blue paint cans mixed for spraying
